ID,Latitude,Longitude
1,40.27338317774275,-74.46607572886711
2,39.034677942782245,-76.80292961621039
3,41.46278647717907,-71.37426488471579
4,38.19277552599458,-72.87315299909625
5,41.21925413349298,-76.91765186537265
6,39.87006661816188,-75.48876286572576
7,40.38128931194385,-73.78921049233507
8,37.875027498428054,-76.4204434182389
9,41.68204885686786,-74.96935082737156
10,37.62307441113518,-78.99644556797996
11,40.34885682495731,-78.37371220552858
12,39.29786368108246,-74.82766334197997
13,39.63143643947998,-76.48285739309301
14,39.08723855279217,-75.76914300880966
15,41.014078439502825,-72.846846878286
